"2022-04-04 00:56:54.475 UTC,i8SWYg2nXqllnpZl63ijeSASLaHETk06Nm0McuDYkDDzcTksXfk1jE6xjNPVoygGXmvk6pNaMgc1hOuY0eQcqw==,#E4ABFF,""1109,861"""
"2022-04-04 00:57:23.739 UTC,M0BH3FeOHqXZZvKe54NCRsR4l4GnyLih5/+uNHpfwuhvnRFmMo+jF2xSJONFcQ0xu/rvkAbfbRWnPoUXwPLRVw==,#6A5CFF,""1177,420"""
"2022-04-04 00:58:28.548 UTC,LJwBs7Btq3pRzLRr+ZfXGYc7gJQceNcMor0rcRKofbPJuTXrGv80EvzZnFTyLLMXQgeUNOVgyWqbF5wrp+ge7A==,#6A5CFF,""216,1678"""
"2022-04-04 00:58:43.252 UTC,LCnvvR767SVDMLq8jI71Qh8AqwLBeNERnWWkqmBGJPITASVUmhqrZ0vyhRl0qqPFCtdlqQU4RL3R5zoifrZdKA==,#94B3FF,""1384,517"""
"2022-04-04 00:59:12.25 UTC,+PXrUl1nCyMf1qfiRey8cM9NDD5ANuIIaKGJMW0u7UmLLTCH8SMPQjM2n1MrC9scpMosPPPNIvzR2+Bq2RDQqg==,#00CCC0,""1381,1677"""
"2022-04-04 00:59:16.93 UTC,Gxxl+sqQ4jHKL+GKdzsFTObBMa5IVGFSztuRanCzA6JkCTXg7vx+F7fyiqdTa5sGp3zEqYETHN0aDq7v2Wj+nA==,#00CCC0,""1383,1680"""
"2022-04-04 00:59:23.391 UTC,7JrIEtZClP+Nzp2asYnnPLwRblyu8s4WAITq5SNgQWovlLUY0M7vDP7pK2/oOlkmnZZ5fHaWZjudyI81x5j1Hw==,#00CCC0,""1388,1671"""
"2022-04-04 00:59:47.23 UTC,yZpDT1Uw44B6oy6hfb44bO7u7sLlievwXYTc73qSJ4N7qWTGQ/nDq9jtl087lfuObq9xfhV3dwoM7OeoFzifzA==,#00CCC0,""635,1865"""
"2022-04-04 00:59:58.194 UTC,+yxDq22S0XxdSN/duaQjgIcQGAfbF8y3La7/iOiZU34pAMA0HEKsGm2wUp7k+szMDmYpfbffgaorfRiQO6iuhg==,#00CCC0,""1381,1677"""
"2022-04-04 01:00:31.592 UTC,WspSSSBA7P9BjYtXRsvWq3O/eBSZpChqdC21EOLeAIwHJJDAGSzNO7PIA/gEEUL+T0gM5J7tEltTJ8VAzNQiqg==,#94B3FF,""1799,1109"""
"2022-04-04 01:00:37.249 UTC,5OA0AmcW9++RlCewvmELxbkJzsvHI3c//SqvHgziqK2J5Ef89NavCQWDtLWIetPusy9ZZMenSf90dqeU5y3BMA==,#00CCC0,""1422,1689"""
"2022-04-04 01:00:42.642 UTC,oa03HPgrP91yVSrerpZqvjCbg1m1tUxtozdW5CR396IXjaBjraL6IHBW2wyns9ovPfqAeklr6ha0qxND3QkXxQ==,#E4ABFF,""666,1322"""
"2022-04-04 01:00:59.854 UTC,Ro6Nx+2udwGJKK9fVOW4cc/Y0NJcxSwLmUezEPRqMX+4SE5y4qb5XE8FPY8xe1kcjm82+q4eY7g7dyXKRrw9Jg==,#6A5CFF,""1663,1254"""
"2022-04-04 01:01:14.002 UTC,RXvDRnu9RwBiYiof0aUKaaVKLbhrKlWwuIxWJyDf3Bx8nhfhR//pr9mzPxdOJZT+RQxh835hqDbazGM6zPwxVg==,#009EAA,""105,1651"""
"2022-04-04 01:01:19.418 UTC,b2cFtu6m09nuMeAr/6Xq0AQHNOXx3xblEon6YzYTTNtJ7UnBFSePf06TR95mhIkrJvHnI27WV0JwiS2om3qDsw==,#6A5CFF,""154,1800"""
"2022-04-04 01:01:40.511 UTC,vuA6Zk6Dnk0h4jXZcBobvwW6lc+A7+lsec/1/oieZoyU7v9m+onGIBpQioWnsm+2ZU8oaCCP5ILqcZUPA2+W1A==,#6A5CFF,""1856,1241"""
"2022-04-04 01:01:43.238 UTC,HHKBtQOhDOTTuPHFJwkUtjZ2luyB+aI7yejaE5OeA6NFceehI6aEa0PUgSjNwzMTUsRc4UfO7J2gJ4bNqF4e4Q==,#009EAA,""1859,660"""
"2022-04-04 01:01:46.071 UTC,xadOAP2Y78oQ59LcF84V837nQJhhvy7VVYOMCfhpNBAtGB0YjwVvAjBgS8868O6dMF6KjTTrYqDomYjtbdcOPg==,#009EAA,""122,1108"""
"2022-04-04 01:02:12.026 UTC,eQ1Z9ZYf+kSEjiieOjgNboiL7dllQURuhacv3rI3mVD+vRCXPyPJW2eBxFl/HROoAZ2cK2uuoMgyASmAxoYJIw==,#6A5CFF,""1055,361"""
"2022-04-04 01:02:15.976 UTC,sN6OTvXZ7vpDbHWdhpyHio0Q34xuD4OGzM9lamoXClOHhHrxYZ6PZKvkF92vHzdRLeeFF3/opwfsnSl44nu7AA==,#009EAA,""1509,1718"""
"2022-04-04 01:02:24.044 UTC,KmhNmoEbVk2KcC++KPpbqPp5bopOprY8AEIvnCsQXtdJfybXh+21fgT9nYFq1rXj9huqm9wt+Y3rrsVFNkyXzA==,#00CCC0,""529,1977"""
"2022-04-04 01:02:38.571 UTC,rbkTfF2LnD2SQ/Q4dRVHggyE3HnnDN4Iek8dYl99JU/Odf1/DZ6F+2ptoyOTl+g4xZ/OOvw6Nuuqo6c3Fk7ogw==,#94B3FF,""586,1031"""
"2022-04-04 01:02:51.632 UTC,9D2qpqFl66ZBJuIa8EzWUEZgf2ZkpqEBJU7dvdGSmG4Ivca8D0VJvTosSxiS93tldY0lSgo7Bcx8YBDmrvxsKg==,#6A5CFF,""1840,550"""
"2022-04-04 01:03:16.545 UTC,IC7HAYHsfmkUu90/YHqVUj+shte3cKG+/0BSJa8BX1Xtl8PyujBdRexwijnNskWAu2VuReKq1WhrL/id4n4eUA==,#94B3FF,""502,1571"""
"2022-04-04 01:03:41.359 UTC,ep5CV4xrqho/IUPehCevE1uBKRGaYfjmKCdNoEFCkUgc1G6chEukMGDWetZgw+h4e7yQ4Qx9vhAWYKfdvX5GcA==,#94B3FF,""1894,1840"""
"2022-04-04 01:03:48.136 UTC,ovXxWs17/ni/fatp5tPeQ4pX2WavNKnnmIgWIrwGUDRU/pJNvdpt8/KS/Sho5/s88kYiPrmvifl4ZYCe99QXcA==,#00CCC0,""151,1614"""
"2022-04-04 01:04:18.655 UTC,+zE/G4LsLqf3fahJtVZjlNgWhbtauFjWxgodegPJ+85OrQISWXL4REC4G3s21D4UFGSWJZJM3RmUAaAk0RCVFw==,#E4ABFF,""301,1838"""
"2022-04-04 01:04:27.82 UTC,98eIGqA2b2q6CNmVFJaxcNI7JnRgkUfUf0Nkzom/c2BnsheP5Cut9XnmFevsLEG5Eb3QJ3Y3NpYr2pg/tYXtlg==,#00CCC0,""1142,199"""
"2022-04-04 01:04:48.738 UTC,puA1Kkx2dS5rBc7Y3gBcISb4CVVIF4woSQ7sue8yNaSTCA81BuBheYXrKlo4mcsU0dOoiz6nrEWDQB1eMWnBng==,#E4ABFF,""198,312"""
"2022-04-04 01:05:05.896 UTC,mJZgcpgazY2ts7bICynC6cZSOHD8z1NFJY1coA8YQdHnx/0cMB7AO/ocOqrgCqUAJLx9DHKdgKK1UiCSisHTdA==,#94B3FF,""1308,1853"""
"2022-04-04 01:05:13.343 UTC,4aPVQefrGeYecR7sBalMSrM5ZievI7TMmloQitatGwOH1/PO6mc0u+tk9BAydR5e47fJAnuzOkD2n+YEHEjheQ==,#6A5CFF,""1346,1966"""
"2022-04-04 01:05:19.079 UTC,9YUh907KLSdKb8jpf9E5J5GnKiNLN+DXfM7nSNgZVTdJT8CBClELrzvtTq3spVDmm6qrt0e+S5PcCj5zKjC3Uw==,#00CCC0,""1341,1673"""
"2022-04-04 01:05:21.228 UTC,/F35wv41VoKKXveKw2ZL2ief5tFhG2TJlOUQRpQJS6Mtxx2TFST57QYN7Ev5Cso5fW8TPHTdkiTY+9jyhhtNcw==,#6A5CFF,""1263,1163"""
"2022-04-04 01:05:26.666 UTC,m2B+AsEGj4PHY2f1Jq2vNLTNaKh1XYe8SeOzliczW+yqAi0w5XAk29mU7iCLym9loc5PmXPu7F81mfYO4irp3w==,#94B3FF,""144,452"""
"2022-04-04 01:05:53.832 UTC,bYwB6W0YCvAag8/bfnMzcAm49P2GBJU8rkcvrS4DWCQJzsfqExOvo7zucHxMWpkMyCoQPt4sw/hqn3+vRBwlBA==,#00CCC0,""1336,1445"""
"2022-04-04 01:05:55.354 UTC,qqEUKZ9Ni7B68LLXjKgTSBhQoG8w1c8MloBAtdY8mWlhNP2tIv+SjCwD/G3sbeWrojeHM32lbH83NK5KU12CFg==,#E4ABFF,""1835,1797"""
"2022-04-04 01:06:18.296 UTC,MpKPyYcV17HZy46lXB/uvzQdZWULJFd83C8AkoZjZrVm8y3KAVhQOLv9NU6dUE6JMFLB89yzmklYYpgKEZfNYw==,#94B3FF,""791,1190"""
"2022-04-04 01:06:48.595 UTC,HXpfmzLWCUWlfGT6FPm1niDuW7mdOteQLEFnjYZ2mxYYs+tOWno8J5IRAZLgp9ymyYMTawv8Q3qRbyfX0U+h5g==,#00CCC0,""1686,1240"""
"2022-04-04 01:06:58.725 UTC,tvRZ6EbmV+cMW/XU35CppvWBfi9Dp0b2y7uS72T/9WSxMr25iGax5wPh1CR9u7F/q+JRKYvzRp9hVTyr5DzJAg==,#E4ABFF,""404,1369"""
"2022-04-04 01:07:05.52 UTC,YSM+zsWL11dMcaczM4ztl2w316mWCZ0oWDPtzmc8c2vQgO+tuSzMjsur5RI11VTHXTy8YJqQjVRgUCQpRqLRMw==,#94B3FF,""1737,1636"""
"2022-04-04 01:07:10.607 UTC,dUAdg+4CAwkT4LoB5aAIzIiF/4MlxG2pwqNod5UzHLkzFAmKuQPgeg4+3Pyt4ndtW7QD36E5y06wKDC059eayA==,#E4ABFF,""1995,234"""
"2022-04-04 01:07:11.403 UTC,D76lk3iUdD91pfrOW476kZ/kA5jmOIWrv07CcxXLeMPhxzbjhfgudx4nj1p1bKzVNGY2LTaQyI2+DUaZg9uP3w==,#009EAA,""1654,579"""
"2022-04-04 01:07:13.93 UTC,gKjdwO70+Hy2ocaCUgoXyXHotUBTTL7UdFg/Kt1Vm918AsIh9A8ifbqB5FcHO0ZuvCHHJWmNQMD1ILAeCqy8wQ==,#94B3FF,""1706,390"""
"2022-04-04 01:07:24.08 UTC,x0lduSNh4mwq+LjRKCQEtnmTh5aSz0y2k/RpkrcYSYUCU03+6pq++NRCw74d9Uxhy6sMQxBr1cFe4vy0xGC9UQ==,#94B3FF,""617,1753"""
"2022-04-04 01:08:03.689 UTC,0wY8c7wGkEVPMUXdu/RmMUdB42CYNL42eygAMRXBheo2VJc84qIrjx26pu54SLxF5Mz40xoZob2HSD571/Oggg==,#00CCC0,""402,1251"""
"2022-04-04 01:08:32.9 UTC,feoPaOc+yGPsRglml6TdZ7tMUkPVSOLcDMeCkqqnkl62yeAAQAfG3daCrOuSb0kPanaX6Y/mAOvvXi6PsmoW7w==,#94B3FF,""1709,1524"""
"2022-04-04 01:08:52.146 UTC,KVM8FTV+9z4b+ejadhR5ESA1d0sWwBKrgF7XQy0ZtBnrZt2n+slf9Brrs6y5um9azNh1LFwzmKHpoNOD7ueUJw==,#009EAA,""373,1892"""
"2022-04-04 01:09:02.468 UTC,A/Rj7tOvpn+Wx/voZRMmTI8altjhjOxYNrwC8xR4HyDuki4MfQZjx1YoUhIV1lHT4dqnZD5AnKeC7EvqOceVSg==,#009EAA,""1987,358"""
"2022-04-04 01:09:32.151 UTC,r5aNwg+7Y6jyhAstXlm03yAwuC3gAlOYwHus0iLAaqN8eD4mo5T96dYr8/YcvCXeg4WvQJGwFzzJUSdYiR5DNA==,#94B3FF,""1437,1443"""
"2022-04-04 01:09:39.682 UTC,jKXUuVWT84lSgCLAk+vHGtG6yuML+usgpSHncIafK1JBoF8UKIIEwUJ4GsJrg6mIoPALKYvDEl2iwRAi/C89ng==,#00CCC0,""367,1256"""
"2022-04-04 01:09:48.384 UTC,+YuMmNLfLxRpi0qAmbIUlXqb00IwlgtkT112gEB8Qg7r+WJf6jKov3NQJba96Av0taUAEg1ye6JffDPdRCY4uQ==,#94B3FF,""1461,95"""
"2022-04-04 01:09:57.052 UTC,UtFAf1aQvO6/HddEpCbL6FkXSQKos4lmsGHjn6hoc7cEmOYYmQCMOdhljs1FB93NoP4H4sX3DRLfAEVZJi8MwA==,#94B3FF,""1755,1242"""
"2022-04-04 01:10:18.849 UTC,W5FPLe1lzZJ23kB05zFMiT5lD+LchcCMqUs2D6sCYMEUkM8u1h4aT8QxXZcn4g9WYgTOc11ueNN2AEmpFWMXHw==,#94B3FF,""1445,1439"""
"2022-04-04 01:10:39.769 UTC,JyX3Z1EPYqwIougOj3Ib9jG0PKQIXfb9hp+vJ12dYEaiOGbpF0gQWv1z+PEraBgnYVq9J6sd+4fA+fUKUluD4Q==,#00CCC0,""262,1818"""
"2022-04-04 01:10:54.286 UTC,wMK/ckJRpn6TWeGVYK9hczMlqOlXB0v4zzXkr4sYQbpHlYo6K/4s8OOiKmgLvscfgDTUR7yE9r3YTVf4fpjZsA==,#E4ABFF,""1883,613"""
"2022-04-04 01:10:59.115 UTC,UHyPLu2G4fMcO/gPO7VIBK0Dl+cEP4togO0m3ElQfZyTd6LC66QPChv/sxXdJ5JliqrJJnHfOvUW0ixWadoxVg==,#00CCC0,""73,1944"""
"2022-04-04 01:11:20.705 UTC,FmnaJT3czes6B7XblnDw3oOQuXk9gA+8DOaQbixcIx+8tPPeH7Jk8E5vHlVNgI0SlSXH60Ude02LstzKfQrsaQ==,#6A5CFF,""276,1696"""
"2022-04-04 01:11:37.253 UTC,HuIcLTSKrwUlpKPqbJI3tKM1A8jRrHVoOIj/Z4SPwKTSm7IT1DogLWeJeLZw1QZZKnw1/ugoJavPanPx/PBzNg==,#00CCC0,""1970,1706"""
"2022-04-04 01:11:37.588 UTC,0pcPAekQbTFE0QrPZjFf8I9HFjp0kZIr30sNoQ7LH9+7LHfmj9lkKcy+UL9AzgASFPF7qkCnR2GMKb2VJAmaFw==,#009EAA,""1446,1754"""
"2022-04-04 01:11:50.591 UTC,kDPxt/rtQ849g2Q3sU7/u9qkShvjeHQYBnez/MkzsDU7bbl1CkRT+/weavQfPj9OMHcC2Z3MZ//44fA+gdKy1Q==,#6A5CFF,""19,1456"""
"2022-04-04 01:11:56.807 UTC,a3K2Mcm0/1H7VF2nm1DXG6uuld5DinmsluvzJNTieXKrhTElak4uGJJygQp6E1HoYFgQ3IYwAsu/Ack7NEG+LA==,#E4ABFF,""1359,1747"""
"2022-04-04 01:12:48.122 UTC,rF1strkdtheupyldEe3IBdw9JKTLvnE2ERWt+gkI76gDxeQA79A9j2hzN8sNeG6dKqLt8oSPHbPRDjMFOfwbMQ==,#6A5CFF,""1891,1852"""
"2022-04-04 01:13:20.997 UTC,uWsI5TS/fzRYav+DjY2uLnkZmr+rJbwZr9902Dk5NkVKRzBD1DmPjx55LzGmqSe9AZoGVz2C5thRrqIYttgj9w==,#94B3FF,""1014,1888"""
"2022-04-04 01:13:21.131 UTC,uReGwDI8ocsBhygk1Rqmqm/JEL8PjVIpEprEk/fPVXgFzBL1nFFbINXq+QEuPOfBI5mKrcB6vsUTaclgB3rGOA==,#6A5CFF,""240,1071"""
"2022-04-04 01:13:57.365 UTC,iNLSQiNk9D9A94t8j3NyCl5iSQvdKpjIxX/5EwYA2R6fhxHlRcdwpOZwRb9EyC+HJ8HZySQENB5HLJXTzJpVvQ==,#6A5CFF,""503,1655"""
"2022-04-04 01:14:03.649 UTC,lu9LCmRw34gF/N3h03n6EfMjIv9b29OCrDNDhkaWnZH1NPpLDFtnk3R4dURK4fQAoOBHQTUnyXYwpgWGD3v04w==,#94B3FF,""97,1974"""
"2022-04-04 01:14:15.137 UTC,3JfogdYJi5093ijdbkDEzHuP+FmqCkqWjifBovOf+hqEtKyFMyfnxTDXNQrnafFSjLjOqhmiWkv7JtACvMRmIA==,#6A5CFF,""906,1059"""
"2022-04-04 01:14:25.275 UTC,lyh/R1xZ+0c5zk790WdOytJpLe+onKJOszBWb0H2LQflN6/6rh0qLAskggCTRj2UTLHSAp8YWD/OsRpcMZkZ1g==,#6A5CFF,""801,657"""
"2022-04-04 01:14:57.046 UTC,bbUpk4AxxAdYwQPlWqrMoPoKCliYNaKSJlb2h0frtLzIhoP/XE4dFCg3Yq3NhNJU1CGpx2S5fkjpQ1hYM0Ysow==,#6A5CFF,""851,1208"""
"2022-04-04 01:14:57.165 UTC,LfITyeyZd+Rw4OU9FoZU+gPGLleDIAGq/OAntYtLphetSdGM8qF5e9YBJfwlYl4IQIahkLrw64JWHyHQ9qJ17w==,#009EAA,""1020,656"""
"2022-04-04 01:15:01.675 UTC,86CT3WSv9GiRw/JVPSR2j/WR8w7E+x28kp6C57MxMtIxAbJ9tXEjJNCQ3OXmtQjk6bYIVdopcoS5QqrQT1cEqw==,#00CCC0,""304,455"""
"2022-04-04 01:15:06.598 UTC,6m0+c0vhIu/oWdVcqzrEGmNtmOdYvvip3NtIqoPjl16mE9hT26hUb3KIWHj59iPbCdHaKA+pbBmY47kGAlDidA==,#00CCC0,""658,1985"""
"2022-04-04 01:15:14.374 UTC,ayV6wpCbrtphxTQLrCKHwMCp+G2xY0Wm6kVJ0RPyx73b8ETybL/WE4D2dxZV2ptMtqUWYA16C752YSRQjDt/tA==,#00CCC0,""474,1980"""
"2022-04-04 01:15:17.379 UTC,HBSdpH7eocewu8d3IHyUvHiCpG/3m8d0SEdecSZ30K3iONh3stq9X5zFTRgFjN9WqsyelaUySQEIGnBgOy4FVQ==,#6A5CFF,""1257,769"""
"2022-04-04 01:15:25.442 UTC,/B7je2BOrSHyfdLqivm8b4Dy6Qsr7KIQK34uXcUwUc92+lMYQ/Zs7c25rNNV+W5mdFTY4Y10K0f6/Jvzt3M8vQ==,#00CCC0,""1067,1833"""
"2022-04-04 01:15:27.923 UTC,DEJ/IMrtuUh/SzVyu+lSCkoYL45eseJPeMOH13KWHQBPzLGf61eZse1nsEU1NB+qwLWKMlMypHLmLFVArhTwVQ==,#6A5CFF,""1890,1836"""
"2022-04-04 01:15:30.908 UTC,S0Svu2V/2mbrAf4SpijkdBJJvqRQnoPRHkkiJtRGLSvRO4wt3mtooIIsZlSXC+cUECmdU7mZsRmlrc5jcvboVA==,#E4ABFF,""539,1264"""
"2022-04-04 01:16:46.65 UTC,bYhL7kh+lNbpiVGKO0t1OZvoq0yv8XqmWcyFndAXA9Oi2ywSxduh0bNXgmo3xPysjpZDqkLBkfWkJz/0kFpTHw==,#94B3FF,""1286,1224"""
"2022-04-04 01:16:47.984 UTC,evXyKSqRmcdDNmhJ0VCwzpo8plHA2N4SLPo2UMSFlyKLQNnhdqeRSxSvl9sRfKNiN4Z6b2Pkm6pFhvpZTlK0BA==,#009EAA,""1816,1665"""
"2022-04-04 01:17:22.64 UTC,LbAEf27LUKoDFQUB0xs+RNV3Pyh6f63vT0O21CSCD/GZs11swCEZtKOJ0dyi3BNbv947x7v9Wj6CP5LQkDojpw==,#6A5CFF,""440,1148"""
"2022-04-04 01:17:33.934 UTC,D78VMuDHP1iRUxXPcD75xID9dXzlH+awtzqw0tUV0dt0waG7Y+WjdFPFBFxqPI0xQMIOapiFyjaoLUQ/zk4rLw==,#00CCC0,""1490,1474"""
"2022-04-04 01:17:36.352 UTC,Sywn1h2cQ8gy5K3MdI5uqMvuFUT6VjqqHqh61tkUzniQItgbtrBe5GlIhaT7HYtxmuZcnZNMUkh50+WKRhdxCw==,#94B3FF,""1160,1038"""
"2022-04-04 01:17:41.456 UTC,a9iOUhQcdIWeBhyiIftbJEvAdiYBivMSZaEd5nLrnof3+P4PegZvajtSPdwDVjG8Jv7xZckyXnsz7ceNst1lKw==,#6A5CFF,""1210,1288"""
"2022-04-04 01:17:43.208 UTC,M5cBRgttmkuhj+Umn3DdpWjUuzK4AJrt9eRnh3q0JLHpzM1GAMPVQjZ4omwZ0gd9iGPUEfcMODOciNup5nhQbQ==,#94B3FF,""456,1236"""
"2022-04-04 01:17:47.087 UTC,xQfOnTzOSCf7KQrIdjdV53F5SO37rsr/JS0G/P5bZzpYtCjwjumkYPl5Nzb5uLPZ/C6dj+WaJdwjVMe4DL0nWA==,#009EAA,""1499,1714"""
"2022-04-04 01:17:47.668 UTC,Q4B/vHaqLHGrsKpipSWJZtP0tZJWRsBAFsA0YJQu0euEFhUMNJxe+rFJbg1Q8bqYRGsAZMourIU+ED5zbaYAAg==,#6A5CFF,""1145,1762"""
"2022-04-04 01:18:11.712 UTC,1n/pivBB8l4cQ2jytAg7A/W3ljnd+cmIQK/r5o8uwU2avU5pLV2aG4X7IOv654ShfZWLMIgnrhB2OBMby+MhLg==,#6A5CFF,""468,1496"""
"2022-04-04 01:18:15.651 UTC,uv6rIbMXNpTwU2a1N8wFCiWKSh7f7CH1JdqvzaUvl/Qf8ERUm7LIWR0upxdfqewD3d/HfUxK4OJ1tEDp2r/RRA==,#6A5CFF,""1217,1288"""
"2022-04-04 01:18:47.904 UTC,iiHHdU5issa2H9/LShk+jZBNxc1ZWe412OSL88kGdCVYyAlnCGbwQ8chwCXFmYA0dRUvT0x9uRpHcenu9KWEKg==,#E4ABFF,""1804,615"""
"2022-04-04 01:18:48.631 UTC,RXcYtHtnU1IMOIK1q0dj/heS+tQBcfNrtuzHOG9jCarRY+e/O6+lwdtaj2YH0t+jEOFpzgqE3EMx9b3DBn/o2Q==,#6A5CFF,""1344,1785"""
"2022-04-04 01:18:55.08 UTC,l1H4+YFJqOmdOe1G2RjYvfmpKSuKVEo9uD3Pews9a4nw1SNcqSTXO7hJGqbcajd/1+I+CdPX+T8s/fuDdG+7vw==,#009EAA,""783,1983"""
"2022-04-04 01:18:59.405 UTC,lWzT2BT3+EPlFJYrOpUnZnFeXtNUJ0hk8hdGDc/4eJFhpQApwisvnG7yniv3bqpFOl5lpzv8sAq4iMfwOgTHBA==,#E4ABFF,""463,1896"""
"2022-04-04 01:19:00.033 UTC,sH8Tez9rOtkbTl57mOqPul6CrrPXNPd3hzaeGIvEJfbiobsyHySuo0DcatNjpRO77SRSgffi0LnHvib/aIvdow==,#6A5CFF,""1706,1942"""
"2022-04-04 01:19:02.585 UTC,/GFpX8xTSsUSYIZR8A+J/UJgULyQ0Qk+N8E5+xCMTJWL6wAdOGv/upV5xi8koT6ua50hUakbyWreoqfHLx2usA==,#6A5CFF,""1955,528"""
"2022-04-04 01:19:12.338 UTC,gmPznAFkMssvau20w7niSJxnau0iINbedHIxgir7YYd28WMmhDP7sylrt/3/jqfDElQigfDpc7Dr81eh6pZ/Uw==,#00CCC0,""978,219"""
"2022-04-04 01:19:25.187 UTC,lhMbTmZC6lR7IYkF3AK3q4usBy2wbKDlivPMztVtxbrOPGJSmwlpPQgyJqvaFRL4s4sd+aZZKEl6mIZhDBorGQ==,#00CCC0,""1400,1750"""
"2022-04-04 01:19:27.796 UTC,CowkBsV8JkFra2RfVPuP85TgXm/ZKSlcCwnoygKxJaayVS5sGCftu3DaxzsIlRcyihi32HW0n1vGskcvQM2uPA==,#00CCC0,""343,1228"""
"2022-04-04 01:19:31.371 UTC,303Ngfws4CpQC/jqc+8OQphA2LuQub9BTKnI7j2Rku2H64lucxR8hvcUrO+mDpiOwCsWWTgNps8Uq1mwiS9qLA==,#009EAA,""1807,37"""
"2022-04-04 01:19:44.16 UTC,5QIWgJ2zpJE4IDSaArp8QstWfYZ/5cP7XTr1G0qnjdbZ/QW94qorp1KSzPcrMzDXGfAXiGM5szo7Czi18ICHog==,#E4ABFF,""1035,1439"""
"2022-04-04 01:19:55.781 UTC,Soch6ZjGinDSaDMRBg2540ewMl7qwXUYa9Wu62asausaMA4PvdUvDphYiIni5Z3HPEVrx4ppOzZeWiB42u/GlQ==,#6A5CFF,""653,1229"""
"2022-04-04 01:19:58.066 UTC,HFKMb32X426NjS6FVH7SPtRKz4kx8FG3D9gGPqzOguC5fBlAP9U33QeIEIJl8F8p+/TAgHLVy17KKh57ctqwug==,#94B3FF,""1724,1229"""
"2022-04-04 01:20:09.032 UTC,xiieYkf2kE9AdmJX6y1b1b+Y/4HYkhIIOfp0zvRgnoxrKxktefOLeQVvsNR3YEHgqfzw0dNGRh1vevFIG7j5dA==,#6A5CFF,""800,1206"""
